 54703 vishalr   20   0  731364 118572   6400 S 17.9  1.5   0:00.54 img-dnn_integra
 54731 vishalr   20   0  731364 118572   6400 S  1.7  1.5   0:00.05 img-dnn_integra
 54732 vishalr   20   0  731364 118572   6400 S  1.7  1.5   0:00.05 img-dnn_integra
 54733 vishalr   20   0  731364 118572   6400 S  1.7  1.5   0:00.05 img-dnn_integra
 54734 vishalr   20   0  731364 118572   6400 S  1.7  1.5   0:00.05 img-dnn_integra
 54735 vishalr   20   0  731364 118572   6400 S  1.7  1.5   0:00.05 img-dnn_integra
 54736 vishalr   20   0  731364 118572   6400 S  1.7  1.5   0:00.05 img-dnn_integra
 54737 vishalr   20   0  731364 118572   6400 S  1.7  1.5   0:00.05 img-dnn_integra
 54738 vishalr   20   0  731364 118572   6400 S  1.7  1.5   0:00.05 img-dnn_integra
 54731 vishalr   20   0  731364 118572   6400 S  3.0  1.5   0:00.14 img-dnn_integra
 54736 vishalr   20   0  731364 118572   6400 S  3.0  1.5   0:00.14 img-dnn_integra
 54732 vishalr   20   0  731364 118572   6400 S  2.6  1.5   0:00.13 img-dnn_integra
 54733 vishalr   20   0  731364 118572   6400 S  2.6  1.5   0:00.13 img-dnn_integra
 54734 vishalr   20   0  731364 118572   6400 S  2.6  1.5   0:00.13 img-dnn_integra
 54737 vishalr   20   0  731364 118572   6400 S  2.6  1.5   0:00.13 img-dnn_integra
 54738 vishalr   20   0  731364 118572   6400 S  2.6  1.5   0:00.13 img-dnn_integra
 54735 vishalr   20   0  731364 118572   6400 S  2.3  1.5   0:00.12 img-dnn_integra
 54703 vishalr   20   0  731364 118572   6400 S  0.0  1.5   0:00.54 img-dnn_integra
 54732 vishalr   20   0  731364 118572   6400 S  3.6  1.5   0:00.24 img-dnn_integra
 54733 vishalr   20   0  731364 118572   6400 S  3.6  1.5   0:00.24 img-dnn_integra
 54734 vishalr   20   0  731364 118572   6400 S  3.6  1.5   0:00.24 img-dnn_integra
 54735 vishalr   20   0  731364 118572   6400 S  3.6  1.5   0:00.23 img-dnn_integra
 54731 vishalr   20   0  731364 118572   6400 S  3.3  1.5   0:00.24 img-dnn_integra
 54736 vishalr   20   0  731364 118572   6400 S  3.3  1.5   0:00.24 img-dnn_integra
 54737 vishalr   20   0  731364 118572   6400 S  3.3  1.5   0:00.23 img-dnn_integra
 54738 vishalr   20   0  731364 118572   6400 S  3.3  1.5   0:00.23 img-dnn_integra
 54703 vishalr   20   0  731364 118572   6400 S  0.0  1.5   0:00.54 img-dnn_integra
 54731 vishalr   20   0  731364 118836   6400 S  2.6  1.5   0:00.32 img-dnn_integra
 54735 vishalr   20   0  731364 118836   6400 S  2.6  1.5   0:00.31 img-dnn_integra
 54736 vishalr   20   0  731364 118836   6400 S  2.6  1.5   0:00.32 img-dnn_integra
 54737 vishalr   20   0  731364 118836   6400 S  2.6  1.5   0:00.31 img-dnn_integra
 54738 vishalr   20   0  731364 118836   6400 S  2.6  1.5   0:00.31 img-dnn_integra
 54732 vishalr   20   0  731364 118836   6400 S  2.3  1.5   0:00.31 img-dnn_integra
 54733 vishalr   20   0  731364 118836   6400 S  2.3  1.5   0:00.31 img-dnn_integra
 54734 vishalr   20   0  731364 118836   6400 S  2.3  1.5   0:00.31 img-dnn_integra
 54703 vishalr   20   0  731364 118836   6400 S  0.0  1.5   0:00.54 img-dnn_integra
 54732 vishalr   20   0  731364 119100   6400 S  3.0  1.5   0:00.40 img-dnn_integra
 54733 vishalr   20   0  731364 119100   6400 S  2.7  1.5   0:00.39 img-dnn_integra
 54737 vishalr   20   0  731364 119100   6400 S  2.7  1.5   0:00.39 img-dnn_integra
 54731 vishalr   20   0  731364 119100   6400 S  2.3  1.5   0:00.39 img-dnn_integra
 54734 vishalr   20   0  731364 119100   6400 S  2.3  1.5   0:00.38 img-dnn_integra
 54735 vishalr   20   0  731364 119100   6400 S  2.3  1.5   0:00.38 img-dnn_integra
 54736 vishalr   20   0  731364 119100   6400 S  2.3  1.5   0:00.39 img-dnn_integra
 54738 vishalr   20   0  731364 119100   6400 S  2.3  1.5   0:00.38 img-dnn_integra
 54703 vishalr   20   0  731364 119100   6400 S  0.0  1.5   0:00.54 img-dnn_integra
 54734 vishalr   20   0  731364 119748   6528 S  3.3  1.5   0:00.48 img-dnn_integra
 54736 vishalr   20   0  731364 119748   6528 S  3.3  1.5   0:00.49 img-dnn_integra
 54738 vishalr   20   0  731364 119748   6528 S  3.3  1.5   0:00.48 img-dnn_integra
 54731 vishalr   20   0  731364 119748   6528 S  3.0  1.5   0:00.48 img-dnn_integra
 54733 vishalr   20   0  731364 119748   6528 S  3.0  1.5   0:00.48 img-dnn_integra
 54735 vishalr   20   0  731364 119748   6528 S  3.0  1.5   0:00.47 img-dnn_integra
 54737 vishalr   20   0  731364 119748   6528 R  3.0  1.5   0:00.48 img-dnn_integra
 54732 vishalr   20   0  731364 119748   6528 S  2.6  1.5   0:00.48 img-dnn_integra
 54703 vishalr   20   0  731364 119748   6528 S  0.0  1.5   0:00.54 img-dnn_integra
 54731 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.56 img-dnn_integra
 54732 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.56 img-dnn_integra
 54733 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.56 img-dnn_integra
 54734 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.56 img-dnn_integra
 54735 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.55 img-dnn_integra
 54736 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.57 img-dnn_integra
 54737 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.56 img-dnn_integra
 54738 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.56 img-dnn_integra
 54703 vishalr   20   0  731364 120012   6528 S  0.0  1.5   0:00.54 img-dnn_integra
 54733 vishalr   20   0  731364 120012   6528 S  3.0  1.5   0:00.65 img-dnn_integra
 54737 vishalr   20   0  731364 120012   6528 S  3.0  1.5   0:00.65 img-dnn_integra
 54738 vishalr   20   0  731364 120012   6528 S  3.0  1.5   0:00.65 img-dnn_integra
 54731 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.64 img-dnn_integra
 54732 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.64 img-dnn_integra
 54734 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.64 img-dnn_integra
 54735 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.63 img-dnn_integra
 54736 vishalr   20   0  731364 120012   6528 S  2.6  1.5   0:00.65 img-dnn_integra
 54703 vishalr   20   0  731364 120012   6528 S  0.0  1.5   0:00.54 img-dnn_integra
 54731 vishalr   20   0  731364 120276   6528 S  3.0  1.5   0:00.73 img-dnn_integra
 54732 vishalr   20   0  731364 120276   6528 S  2.6  1.5   0:00.72 img-dnn_integra
 54733 vishalr   20   0  731364 120276   6528 S  2.6  1.5   0:00.73 img-dnn_integra
 54734 vishalr   20   0  731364 120276   6528 S  2.6  1.5   0:00.72 img-dnn_integra
 54735 vishalr   20   0  731364 120276   6528 S  2.6  1.5   0:00.71 img-dnn_integra
 54736 vishalr   20   0  731364 120276   6528 S  2.6  1.5   0:00.73 img-dnn_integra
 54737 vishalr   20   0  731364 120276   6528 S  2.6  1.5   0:00.73 img-dnn_integra
 54738 vishalr   20   0  731364 120276   6528 S  2.6  1.5   0:00.73 img-dnn_integra
 54703 vishalr   20   0  731364 120276   6528 S  0.0  1.5   0:00.54 img-dnn_integra
 54735 vishalr   20   0  731364 120276   6528 S  3.3  1.5   0:00.81 img-dnn_integra
 54736 vishalr   20   0  731364 120276   6528 S  3.3  1.5   0:00.83 img-dnn_integra
 54731 vishalr   20   0  731364 120276   6528 S  3.0  1.5   0:00.82 img-dnn_integra
 54732 vishalr   20   0  731364 120276   6528 S  3.0  1.5   0:00.81 img-dnn_integra
 54734 vishalr   20   0  731364 120276   6528 S  3.0  1.5   0:00.81 img-dnn_integra
 54737 vishalr   20   0  731364 120276   6528 S  3.0  1.5   0:00.82 img-dnn_integra
 54738 vishalr   20   0  731364 120276   6528 S  3.0  1.5   0:00.82 img-dnn_integra
 54733 vishalr   20   0  731364 120276   6528 S  2.7  1.5   0:00.81 img-dnn_integra
 54703 vishalr   20   0  731364 120276   6528 S  0.0  1.5   0:00.54 img-dnn_integra
